customer_key,customer_number,customer_name,customer_age,age_group,customer_segment,total_order,recency,avg_order_value,avg_monthly_spen,total_product,total_sales,total_quantity,lifespan
16955,AW00027954,Brenda Saunders,68,above_50,New,2,144,20,40,2,40,2,0
8011,AW00019010,Naomi Ortega,69,above_50,New,2,150,39,79,2,79,2,0
6578,AW00017577,Justin Lee,50,above_50,New,2,145,20,40,2,40,2,0
4533,AW00015532,Marshall Jai,57,above_50,Regular,5,140,317,105.9333333333333333,5,1589,5,15
11666,AW00022665,Orlando Diaz,53,above_50,New,2,147,293,587,2,587,2,0
3185,AW00014184,Caleb Jenkins,55,above_50,New,6,144,17,35.0000000000000000,6,105,6,3
16113,AW00027112,Caleb Foster,53,above_50,New,4,145,28,114,4,114,4,0
10424,AW00021423,Connor Adams,62,above_50,New,5,143,577,262.5454545454545455,5,2888,5,11
2926,AW00013925,Wyatt Barnes,50,above_50,New,3,149,1073,805.0000000000000000,3,3220,3,4
9177,AW00020176,Antonio Alexander,39,30_39,New,2,142,16,32,2,32,2,0
1532,AW00012531,Autumn Xu,47,40_49,New,1,149,22,22,1,22,1,0
3772,AW00014771,Heidi Vance,51,above_50,VIP,6,142,1114,247.7407407407407407,6,6689,6,27
8364,AW00019363,Regina Raman,57,above_50,New,1,147,5,5,1,5,1,0
18358,AW00029357,Richard Brown,46,40_49,New,3,142,799,2398,3,2398,3,0
11440,AW00022439,Tracy Raji,51,above_50,New,1,141,1701,1701,1,1701,1,0
5201,AW00016200,Julia Edwards,48,40_49,New,4,147,24,97.0000000000000000,4,97,4,1
7122,AW00018121,Madeline Young,50,above_50,New,4,143,448,1794,4,1794,4,0
17488,AW00028487,Gerald Gill,41,40_49,New,3,145,268,805,3,805,3,0
17932,AW00028931,Darren Jim├®nez,44,40_49,New,3,146,55,166,3,166,3,0
13347,AW00024346,Giorgio Veronesi,52,above_50,New,4,148,618,2473,4,2473,4,0
3220,AW00014219,Christy Ye,45,40_49,VIP,8,143,718,478.6666666666666667,8,5744,8,12
325,AW00011324,Zachary Anderson,80,above_50,VIP,4,150,1486,371.5625000000000000,4,5945,4,16
8308,AW00019307,Micheal Alonso,51,above_50,New,3,141,49,149,3,149,3,0
2653,AW00013652,Tamara Zeng,78,above_50,New,2,147,15,31,2,31,2,0
7551,AW00018550,Julia Griffin,49,40_49,New,3,140,21,64,3,64,3,0
16951,AW00027950,Shannon Sanz,67,above_50,New,1,141,5,5,1,5,1,0
15499,AW00026498,Ethan Hayes,71,above_50,New,4,146,22,89,4,89,4,0
11074,AW00022073,Timothy Sanders,57,above_50,New,4,147,18,74,4,74,4,0
5914,AW00016913,Marcus Flores,79,above_50,New,2,144,7,14,2,14,2,0
1721,AW00012720,Nicolas Chande,45,40_49,New,3,146,16,50,3,50,3,0
8037,AW00019036,Allen Rana,64,above_50,New,2,142,2381,529.2222222222222222,2,4763,2,9
2623,AW00013622,Alan Wang,45,40_49,VIP,7,141,977,456.0666666666666667,7,6841,7,15
2934,AW00013933,Isabella Richardson,58,above_50,New,2,149,28,57,2,57,2,0
14383,AW00025382,Richard Hughes,42,40_49,New,4,148,321,1284,4,1284,4,0
8181,AW00019180,Joan Navarro,47,40_49,New,2,142,20,40,2,40,2,0
5618,AW00016617,Alvin Xie,46,40_49,New,6,143,26,23.0000000000000000,6,161,6,7
757,AW00011756,Linda Ortega,51,above_50,VIP,6,141,1346,310.6923076923076923,6,8078,6,26
1170,AW00012169,Abigail Howard,52,above_50,VIP,5,149,1189,371.7500000000000000,5,5948,5,16
575,AW00011574,Karla Luo,54,above_50,New,1,149,35,35,1,35,1,0
8564,AW00019563,Robin Moreno,51,above_50,VIP,3,147,1777,266.6500000000000000,3,5333,3,20
3423,AW00014422,Cara Lu,55,above_50,New,3,148,13,39,3,39,3,0
12892,AW00023891,Jack Jenkins,48,40_49,New,1,146,30,30,1,30,1,0
778,AW00011777,Miranda Long,47,40_49,VIP,5,146,1183,295.7500000000000000,5,5915,5,20
16904,AW00027903,Janelle Suri,49,40_49,New,3,148,13,39,3,39,3,0
9920,AW00020919,Gretchen Rivas,44,40_49,New,2,139,3,6,2,6,2,0
11211,AW00022210,Martha Yang,55,above_50,New,1,146,35,35,1,35,1,0
2325,AW00013324,Florian Stiller,82,above_50,Regular,6,147,754,301.8000000000000000,6,4527,6,15
6196,AW00017195,Franklin Sharma,75,above_50,Regular,4,144,832,208.1250000000000000,4,3330,4,16
13962,AW00024961,Alexandra Bennett,72,above_50,New,3,145,24,72,3,72,3,0
16325,AW00027324,Candice Xu,67,above_50,New,3,140,788,2365,3,2365,3,0
477,AW00011476,Erika Navarro,45,40_49,New,1,141,54,54,1,54,1,0
3057,AW00014056,Nelson Sanz,59,above_50,New,4,139,32,16.0000000000000000,4,128,4,8
16250,AW00027249,Emma Cox,48,40_49,New,1,150,29,29,1,29,1,0
9082,AW00020081,Jerry Xie,67,above_50,New,2,142,29,59,2,59,2,0
5066,AW00016065,Makayla Torres,50,above_50,New,4,143,143,572,4,572,4,0
3636,AW00014635,Luke Carter,59,above_50,New,4,144,9,37,4,37,4,0
16548,AW00027547,Kevin Hill,59,above_50,New,1,152,2071,2071,1,2071,1,0
9714,AW00020713,Kathleen Gill,41,40_49,Regular,5,140,684,162.9523809523809524,5,3422,5,21
17709,AW00028708,Darryl Sun,62,above_50,New,1,160,2071,2071,1,2071,1,0
5356,AW00016355,Sam Foster,44,40_49,New,3,149,30,90,3,90,3,0
15745,AW00026744,Mitchell Yuan,52,above_50,Regular,3,141,646,138.4285714285714286,3,1938,3,14
16078,AW00027077,Robert Henderson,47,40_49,New,1,156,2071,2071,1,2071,1,0
1711,AW00012710,Dalton Evans,78,above_50,New,4,144,1193,1193.5000000000000000,4,4774,4,4
14485,AW00025484,Bailey Wright,49,40_49,New,3,140,823,2469,3,2469,3,0
5932,AW00016931,Dalton Lee,72,above_50,Regular,5,146,953,176.5555555555555556,5,4767,5,27
6660,AW00017659,Jodi Tang,53,above_50,New,2,144,855,1710,2,1710,2,0
7471,AW00018470,Jennifer Taylor,65,above_50,VIP,2,150,3010,316.8947368421052632,2,6021,2,19
5196,AW00016195,Abby Perez,46,40_49,New,3,147,31,93,3,93,3,0
16578,AW00027577,Patrick Cook,61,above_50,New,1,175,3578,3578,1,3578,1,0
16302,AW00027301,Clarence Zhou,66,above_50,New,3,141,23,69,3,69,3,0
15089,AW00026088,Ethan Perry,47,40_49,New,2,143,24,49,2,49,2,0
4073,AW00015072,Whitney Subram,49,40_49,Regular,3,143,918,183.7333333333333333,3,2756,3,15
3363,AW00014362,Roberto Gill,47,40_49,New,4,147,461,205.0000000000000000,4,1845,4,9
14765,AW00025764,Alexandria Price,51,above_50,New,3,146,24,72,3,72,3,0
14284,AW00025283,Caitlin Howard,45,40_49,New,3,145,13,39,3,39,3,0
1153,AW00012152,Adrian Ramirez,50,above_50,VIP,5,149,1187,371.0625000000000000,5,5937,5,16
17878,AW00028877,Joe Vance,62,above_50,New,2,149,6,13,2,13,2,0
2387,AW00013386,Samuel Patterson,70,above_50,New,3,142,28,85,3,85,3,0
5772,AW00016771,Ian Walker,47,40_49,New,5,143,21,17.5000000000000000,5,105,5,6
820,AW00011819,Jose Lal,52,above_50,New,4,139,24,8.7272727272727273,4,96,4,11
10125,AW00021124,Mallory Alvarez,45,40_49,New,3,140,19,57,3,57,3,0
13528,AW00024527,Gavin Coleman,52,above_50,New,2,149,1209,2419,2,2419,2,0
9231,AW00020230,Gary Munoz,49,40_49,New,2,146,16,32,2,32,2,0
7761,AW00018760,Morgan Wood,42,40_49,New,2,149,27,55,2,55,2,0
5617,AW00016616,Kelvin Liang,40,40_49,VIP,5,140,1183,173.9705882352941176,5,5915,5,34
14525,AW00025524,Shaun Anand,45,40_49,New,2,148,12,25,2,25,2,0
13805,AW00024804,Tonya Raji,45,40_49,New,1,148,2384,2384,1,2384,1,0
15141,AW00026140,Emily Long,53,above_50,Regular,4,142,479,106.5000000000000000,4,1917,4,18
4314,AW00015313,Garrett Morris,73,above_50,New,2,144,3,7,2,7,2,0
2328,AW00013327,Isabelle Russell,81,above_50,New,2,145,15,31,2,31,2,0
6569,AW00017568,Dylan Perry,49,40_49,New,3,144,571,1715,3,1715,3,0
9296,AW00020295,Christopher Brown,46,40_49,New,2,146,587,1174,2,1174,2,0
2154,AW00013153,Jack Hill,40,40_49,New,3,150,35,107,3,107,3,0
10280,AW00021279,Linda Rousey,67,above_50,New,1,144,5,5,1,5,1,0
5058,AW00016057,Michele Gomez,58,above_50,New,2,150,20,40,2,40,2,0
11159,AW00022158,Amber Phillips,43,40_49,New,3,146,12,37,3,37,3,0
13628,AW00024627,Eric Edwards,80,above_50,New,2,145,34,69,2,69,2,0
18174,AW00029173,Richard Bradley,55,above_50,New,2,147,13,27,2,27,2,0
9191,AW00020190,Angela Reed,52,above_50,New,4,146,301,1204,4,1204,4,0
17498,AW00028497,Alvin Yang,59,above_50,New,3,145,258,776,3,776,3,0
13892,AW00024891,Bianca Chen,43,40_49,New,1,140,5,5,1,5,1,0
4954,AW00015953,Julio Moreno,85,above_50,New,3,144,452,194.0000000000000000,3,1358,3,7
8354,AW00019353,Desiree Gill,51,above_50,Regular,2,140,1200,77.4193548387096774,2,2400,2,31
7280,AW00018279,Rachael Suri,58,above_50,New,8,140,20,162,8,162,8,0
10630,AW00021629,Thomas Thomas,49,40_49,New,3,142,874,262.4000000000000000,3,2624,3,10
11891,AW00022890,Alexis Hall,54,above_50,New,3,141,23,70,3,70,3,0
17001,AW00028000,Rebecca Roberts,81,above_50,New,2,143,47,94,2,94,2,0
2531,AW00013530,Krystal Chen,76,above_50,New,3,143,62,186,3,186,3,0
11848,AW00022847,Jaclyn Chen,39,30_39,New,2,147,18,37,2,37,2,0
3458,AW00014457,Thomas White,57,above_50,New,5,144,671,479.8571428571428571,5,3359,5,7
12986,AW00023985,Janet Torres,77,above_50,New,2,143,20,40,2,40,2,0
8281,AW00019280,Darrell Andersen,56,above_50,Regular,3,140,846,133.5789473684210526,3,2538,3,19
16360,AW00027359,Morgan Davis,42,40_49,New,3,145,448,192.0000000000000000,3,1344,3,7
16703,AW00027702,Darryl Lu,54,above_50,New,2,140,577,1155,2,1155,2,0
4760,AW00015759,Erin Brooks,46,40_49,New,3,149,30,90,3,90,3,0
500,AW00011499,Pedro Vance,45,40_49,New,6,145,32,96.0000000000000000,6,192,6,2
14647,AW00025646,Randall Torres,44,40_49,New,1,150,540,540,1,540,1,0
3635,AW00014634,Amber Baker,58,above_50,Regular,3,144,512,61.5200000000000000,3,1538,3,25
11082,AW00022081,Olivia Clark,53,above_50,New,1,148,30,30,1,30,1,0
11188,AW00022187,Hannah Russell,45,40_49,New,2,139,16,32,2,32,2,0
13953,AW00024952,Amanda Long,76,above_50,New,3,150,24,72,3,72,3,0
12869,AW00023868,Abigail Coleman,49,40_49,Regular,5,142,965,209.9565217391304348,5,4829,5,23
6206,AW00017205,Lisa Wang,63,above_50,New,3,141,25,75.0000000000000000,3,75,3,1
9418,AW00020417,Bruce Vazquez,70,above_50,New,3,148,22,68,3,68,3,0
11675,AW00022674,Troy Prasad,56,above_50,New,2,145,287,575,2,575,2,0
17713,AW00028712,Gregory Goel,51,above_50,New,2,148,1196,2393,2,2393,2,0
1689,AW00012688,Stacy Navarro,47,40_49,VIP,6,142,1144,381.5000000000000000,6,6867,6,18
15247,AW00026246,Jade Bell,53,above_50,New,2,142,13,27,2,27,2,0
13019,AW00024018,Barbara Gao,60,above_50,New,2,143,287,575,2,575,2,0
8667,AW00019666,Hailey Alexander,75,above_50,New,1,142,35,35,1,35,1,0
14839,AW00025838,Makayla Reed,76,above_50,New,3,139,21,65,3,65,3,0
17557,AW00028556,Isabel Gonzales,46,40_49,New,2,141,577,1155,2,1155,2,0
2394,AW00013393,Willie Kumar,68,above_50,New,3,147,784,2352,3,2352,3,0
17872,AW00028871,Jasmine West,47,40_49,Regular,5,147,882,200.6363636363636364,5,4414,5,22
6527,AW00017526,Tristan Gonzales,62,above_50,New,1,148,5,5,1,5,1,0
14679,AW00025678,Erica Yang,45,40_49,New,3,139,20,60,3,60,3,0
936,AW00011935,Jessica Taylor,42,40_49,New,1,146,35,35,1,35,1,0
17119,AW00028118,Briana Jim├®nez,64,above_50,New,4,140,147,589,4,589,4,0
1794,AW00012793,Jessie Guo,56,above_50,New,3,150,40,121,3,121,3,0
12901,AW00023900,Rafael Yang,41,40_49,New,1,144,540,540,1,540,1,0
11714,AW00022713,Joseph Miller,52,above_50,Regular,4,139,1037,138.2666666666666667,4,4148,4,30
15728,AW00026727,Jose Clark,65,above_50,Regular,5,143,896,344.7692307692307692,5,4482,5,13
7145,AW00018144,Katie Chapman,69,above_50,New,2,140,16,32,2,32,2,0
173,AW00011172,Gabrielle Adams,52,above_50,New,7,139,18,16.1250000000000000,7,129,7,8
14664,AW00025663,Masato Kawai,41,40_49,New,3,144,31,95,3,95,3,0
16935,AW00027934,Lanna Slaven,69,above_50,New,1,140,5,5,1,5,1,0
14247,AW00025246,Warren Lal,83,above_50,New,3,141,9,27,3,27,3,0
8236,AW00019235,Kayla Bennett,47,40_49,New,2,142,60,120,2,120,2,0
13790,AW00024789,Tamara Hu,49,40_49,New,2,142,1209,2419,2,2419,2,0
12367,AW00023366,Fernando Campbell,56,above_50,New,4,148,14,59,4,59,4,0
14544,AW00025543,Ramon Chen,57,above_50,New,3,140,16,49,3,49,3,0
905,AW00011904,Kaylee Cook,39,30_39,VIP,7,145,1173,391.1428571428571429,7,8214,7,21
12310,AW00023309,Latoya Chande,73,above_50,New,2,149,30,60,2,60,2,0
13986,AW00024985,Jenna Phillips,69,above_50,New,4,143,24,96,4,96,4,0
9745,AW00020744,Amanda Barnes,66,above_50,New,2,140,274,549,2,549,2,0
264,AW00011263,Trinity Richardson,55,above_50,VIP,9,140,750,250.1111111111111111,9,6753,9,27
5900,AW00016899,Whitney Sanchez,82,above_50,New,1,146,5,5,1,5,1,0
15720,AW00026719,Tamara Li,59,above_50,New,5,145,25,128,5,128,5,0
18165,AW00029164,Jennifer James,49,40_49,New,2,146,34,68,2,68,2,0
10912,AW00021911,Joan Ross,39,30_39,New,3,145,9,27,3,27,3,0
15628,AW00026627,Jose Alexander,52,above_50,Regular,2,143,1395,199.3571428571428571,2,2791,2,14
17314,AW00028313,Brett Perez,57,above_50,New,6,147,108,648,6,648,6,0
5026,AW00016025,Jorge Sun,74,above_50,Regular,4,140,957,319.2500000000000000,4,3831,4,12
15963,AW00026962,Francis Moreno,51,above_50,New,3,145,184,554,3,554,3,0
13697,AW00024696,Tasha Xie,41,40_49,New,2,143,11,23,2,23,2,0
7637,AW00018636,Edgar Chapman,48,40_49,New,2,143,29,59,2,59,2,0
12541,AW00023540,Bruce Lopez,58,above_50,New,4,148,906,453.2500000000000000,4,3626,4,8
285,AW00011284,Theresa Serrano,57,above_50,New,5,147,11,27.5000000000000000,5,55,5,2
1369,AW00012368,Rodney Rubio,46,40_49,New,1,140,35,35,1,35,1,0
718,AW00011717,Marcus Jones,52,above_50,New,5,139,38,27.5714285714285714,5,193,5,7
14471,AW00025470,Darren Ramos,43,40_49,New,2,147,81,163,2,163,2,0
6461,AW00017460,Megan Murphy,65,above_50,New,3,141,780,2340,3,2340,3,0
8819,AW00019818,Brianna Anderson,64,above_50,New,2,144,39,79,2,79,2,0
10301,AW00021300,Kaylee Morgan,47,40_49,New,1,151,1120,1120,1,1120,1,0
11467,AW00022466,Raul Tang,52,above_50,New,2,145,274,549,2,549,2,0
18353,AW00029352,Lydia Gonzalez,54,above_50,New,1,168,3578,3578,1,3578,1,0
513,AW00011512,Natalie Campbell,49,40_49,New,1,139,2320,2320,1,2320,1,0
4930,AW00015929,Karla Raji,63,above_50,VIP,7,143,992,347.2500000000000000,7,6945,7,20
5257,AW00016256,Richard Collins,52,above_50,New,3,143,27,41.0000000000000000,3,82,3,2
15179,AW00026178,Paige Price,39,30_39,New,4,142,25,102,4,102,4,0
10832,AW00021831,Yolanda Anand,59,above_50,New,2,142,17,35,2,35,2,0
11238,AW00022237,Angel Morris,49,40_49,New,1,144,30,30,1,30,1,0
1314,AW00012313,Jaime Chande,66,above_50,New,2,139,22,44,2,44,2,0
5176,AW00016175,Tony Shan,48,40_49,New,5,138,14,14.0000000000000000,5,70,5,5
2888,AW00013887,Nathan Scott,43,40_49,New,2,146,2381,529.2222222222222222,2,4763,2,9
7724,AW00018723,Lacey Ma,56,above_50,VIP,2,149,2639,277.8421052631578947,2,5279,2,19
2200,AW00013199,Timothy Stewart,76,above_50,New,8,142,13,13.1250000000000000,8,105,8,8
1598,AW00012597,Franklin Zhang,59,above_50,New,5,142,10,53.0000000000000000,5,53,5,1
6934,AW00017933,Virginia Prasad,58,above_50,New,5,145,620,310.3000000000000000,5,3103,5,10
6948,AW00017947,Erick Srini,61,above_50,New,3,143,1311,491.6250000000000000,3,3933,3,8
11616,AW00022615,Misty Xu,50,above_50,New,1,146,540,540,1,540,1,0
16549,AW00027548,Mason Green,48,40_49,New,3,140,9,27,3,27,3,0
3334,AW00014333,Bobby Suri,39,30_39,New,3,140,27,81,3,81,3,0
4189,AW00015188,Isaac Watson,45,40_49,Regular,4,142,407,77.6666666666666667,4,1631,4,21
480,AW00011479,Darryl Wu,46,40_49,New,9,146,552,994.0000000000000000,9,4970,9,5
18402,AW00029401,J├®sus Gomez,48,40_49,New,2,151,612,1224,2,1224,2,0
10319,AW00021318,Devin Richardson,54,above_50,New,3,142,12,37,3,37,3,0
8939,AW00019938,Chelsea Patel,69,above_50,New,1,143,5,5,1,5,1,0
7366,AW00018365,Daniel Lewis,41,40_49,New,2,146,20,40,2,40,2,0
14932,AW00025931,Ryan Henderson,42,40_49,New,2,144,13,27,2,27,2,0
5634,AW00016633,Kelli Becker,48,40_49,New,4,139,25,20.4000000000000000,4,102,4,5
10450,AW00021449,Devon Raheem,77,above_50,New,2,147,7,15,2,15,2,0
3496,AW00014495,Nathan Diaz,67,above_50,New,3,146,613,306.5000000000000000,3,1839,3,6
16219,AW00027218,Bailey Allen,62,above_50,New,2,148,3,6,2,6,2,0
5967,AW00016966,Amanda Diaz,52,above_50,New,1,140,5,5,1,5,1,0
5094,AW00016093,Kaitlyn Morris,53,above_50,New,3,142,185,555,3,555,3,0
4620,AW00015619,Levi Subram,46,40_49,VIP,3,140,1969,227.2307692307692308,3,5908,3,26
11505,AW00022504,Arturo Rai,53,above_50,New,2,143,868,1736,2,1736,2,0
6917,AW00017916,Tracy Xu,41,40_49,Regular,4,142,1196,165.0689655172413793,4,4787,4,29
7616,AW00018615,Charles Peterson,45,40_49,New,3,140,778,2335,3,2335,3,0
12844,AW00023843,Marcus Patterson,49,40_49,New,2,141,19,39,2,39,2,0
14831,AW00025830,Louis Nath,49,40_49,Regular,4,143,458,76.3750000000000000,4,1833,4,24
3592,AW00014591,Charles Harris,53,above_50,Regular,4,145,375,55.5555555555555556,4,1500,4,27
16790,AW00027789,Nicolas Goldberg,56,above_50,New,3,143,184,554,3,554,3,0
14292,AW00025291,Marissa Griffin,51,above_50,New,3,140,13,39,3,39,3,0
6262,AW00017261,Kyle Shan,59,above_50,New,4,146,441,1765,4,1765,4,0
10849,AW00021848,Jerry Raje,67,above_50,New,1,146,565,565,1,565,1,0
1640,AW00012639,Ruben Lopez,66,above_50,New,1,150,50,50,1,50,1,0
15833,AW00026832,Kate Xie,48,40_49,New,3,138,26,80,3,80,3,0
11791,AW00022790,Luke Phillips,68,above_50,New,2,144,287,575,2,575,2,0
4383,AW00015382,Kimberly Blue,52,above_50,New,3,144,34,104,3,104,3,0
6746,AW00017745,Tanya Suarez,60,above_50,New,3,146,10,32,3,32,3,0
7210,AW00018209,Ann Chandra,47,40_49,VIP,3,151,2018,318.7368421052631579,3,6056,3,19
9737,AW00020736,Alexandra Howard,44,40_49,Regular,3,140,1064,187.8823529411764706,3,3194,3,17
2486,AW00013485,Thomas Allen,82,above_50,New,3,150,12,37,3,37,3,0
15063,AW00026062,Chad Raji,55,above_50,New,2,147,24,49,2,49,2,0
12770,AW00023769,Natasha Dominguez,49,40_49,New,2,149,14,29,2,29,2,0
2074,AW00013073,Sydney Lopez,44,40_49,New,1,141,22,22,1,22,1,0
4051,AW00015050,Joshua Miller,53,above_50,Regular,4,145,1051,233.6666666666666667,4,4206,4,18
9904,AW00020903,Robyn Diaz,54,above_50,New,3,146,23,70,3,70,3,0
16054,AW00027053,Steven Cook,44,40_49,New,1,161,783,783,1,783,1,0
9578,AW00020577,Sheila Romero,65,above_50,Regular,3,140,1026,133.9130434782608696,3,3080,3,23
8357,AW00019356,Francis Ortega,43,40_49,New,4,139,19,79,4,79,4,0
9564,AW00020563,Kendra Blanco,75,above_50,New,2,146,17,35,2,35,2,0
4574,AW00015573,Thomas Wilson,56,above_50,New,1,142,5,5,1,5,1,0
16481,AW00027480,Chloe Parker,42,40_49,New,4,139,29,119,4,119,4,0
13036,AW00024035,Jaclyn Wu,100,above_50,New,2,148,7,14,2,14,2,0
8312,AW00019311,Dana Rubio,51,above_50,Regular,6,140,773,386.6666666666666667,6,4640,6,12
6152,AW00017151,Jasmine Alexander,65,above_50,New,2,138,6,13,2,13,2,0
1061,AW00012060,Andrew Wedge,76,above_50,New,5,145,962,1203.0000000000000000,5,4812,5,4
5513,AW00016512,Ricardo Sharma,77,above_50,Regular,3,147,1087,250.9230769230769231,3,3262,3,13
7937,AW00018936,Morgan Collins,54,above_50,New,2,146,419,839,2,839,2,0
8229,AW00019228,Morgan Ramirez,61,above_50,New,2,143,62,124,2,124,2,0
2417,AW00013416,Richard Roberts,80,above_50,New,3,149,35,107,3,107,3,0
11604,AW00022603,Autumn He,43,40_49,New,2,143,280,561,2,561,2,0
9992,AW00020991,Frederick Sai,43,40_49,Regular,2,147,2059,257.3750000000000000,2,4118,2,16
8536,AW00019535,Alex Mitchell,52,above_50,New,2,150,585,1170,2,1170,2,0
15094,AW00026093,Nicole Washington,59,above_50,Regular,5,141,931,202.5217391304347826,5,4658,5,23
1551,AW00012550,Austin Diaz,65,above_50,New,5,140,17,17.2000000000000000,5,86,5,5
8895,AW00019894,Elijah Sharma,67,above_50,New,1,146,70,70,1,70,1,0
17840,AW00028839,Connor Parker,43,40_49,New,1,169,3578,3578,1,3578,1,0
12059,AW00023058,Michelle Rivera,66,above_50,New,4,144,147,589,4,589,4,0
7560,AW00018559,Lucas Adams,42,40_49,New,2,142,868,1736,2,1736,2,0
11113,AW00022112,Paige Reed,65,above_50,VIP,4,150,1511,274.8636363636363636,4,6047,4,22
11950,AW00022949,Gavin Butler,85,above_50,New,2,148,36,72,2,72,2,0
5672,AW00016671,Megan Wood,45,40_49,New,1,140,5,5,1,5,1,0
2351,AW00013350,Isaac Sandberg,76,above_50,New,7,138,19,14.7777777777777778,7,133,7,9
5305,AW00016304,Justin Moore,40,40_49,New,2,147,24,49,2,49,2,0
6289,AW00017288,Dwayne Torres,50,above_50,Regular,5,142,885,147.5333333333333333,5,4426,5,30
16657,AW00027656,Gabriel Bryant,83,above_50,New,1,144,70,70,1,70,1,0
6248,AW00017247,Michael Moore,48,40_49,Regular,5,144,886,158.2857142857142857,5,4432,5,28
10052,AW00021051,Sabrina Alonso,40,40_49,New,1,141,1120,1120,1,1120,1,0
8024,AW00019023,Arianna Powell,67,above_50,New,3,149,193,580,3,580,3,0
4201,AW00015200,Mindy Simpson,63,above_50,Regular,4,144,785,184.8823529411764706,4,3143,4,17
15360,AW00026359,George Raman,52,above_50,New,4,147,150,600,4,600,4,0
9046,AW00020045,Andres Shen,46,40_49,New,3,148,199,597,3,597,3,0
1636,AW00012635,Brad Beck,67,above_50,New,1,149,50,50,1,50,1,0
8988,AW00019987,Taylor Moore,48,40_49,Regular,5,145,912,198.4347826086956522,5,4564,5,23
6898,AW00017897,Darrell Kumar,81,above_50,New,4,144,694,347.3750000000000000,4,2779,4,8
14093,AW00025092,Emily Jackson,53,above_50,New,4,151,314,1258,4,1258,4,0
8686,AW00019685,Brandy Perez,55,above_50,New,2,142,39,79,2,79,2,0
3277,AW00014276,Melody Suarez,64,above_50,New,11,143,478,478.0000000000000000,11,5258,11,11
1417,AW00012416,Veronica Martinez,42,40_49,New,2,145,20,40,2,40,2,0
16767,AW00027766,Joel Vance,41,40_49,New,3,151,275,827,3,827,3,0
14908,AW00025907,Kelli Shen,75,above_50,New,2,139,3,6,2,6,2,0
424,AW00011423,Jasmine Stewart,65,above_50,VIP,10,142,990,450.2272727272727273,10,9905,10,22
12874,AW00023873,Nicole Miller,49,40_49,New,4,140,157,629,4,629,4,0
13055,AW00024054,Gerald Hernandez,53,above_50,New,2,145,587,1174,2,1174,2,0
101,AW00011100,Latasha Navarro,59,above_50,VIP,7,144,1167,302.6666666666666667,7,8172,7,27
1313,AW00012312,Jake Zhao,55,above_50,New,1,141,35,35,1,35,1,0
18134,AW00029133,Sydney King,55,above_50,New,3,139,29,89,3,89,3,0
932,AW00011931,Marcus Adams,41,40_49,New,7,141,33,29.2500000000000000,7,234,7,8
1243,AW00012242,Gilbert Liang,41,40_49,Regular,3,146,1316,232.2941176470588235,3,3949,3,17
7104,AW00018103,Chelsea Gonzalez,68,above_50,New,2,140,868,1736,2,1736,2,0
678,AW00011677,Charles Walker,44,40_49,New,10,140,29,42.4285714285714286,10,297,10,7
17342,AW00028341,Jeremy Wilson,41,40_49,New,3,143,43,129,3,129,3,0
17943,AW00028942,Frederick Raman,46,40_49,New,1,148,10,10,1,10,1,0
11039,AW00022038,Isabella Jackson,40,40_49,New,5,150,17,85,5,85,5,0
952,AW00011951,Lacey Huang,67,above_50,New,8,141,7,31.5000000000000000,8,63,8,2
12253,AW00023252,Alexia Wood,66,above_50,New,2,150,7,15,2,15,2,0
13077,AW00024076,Casey Hernandez,48,40_49,New,4,142,19,78,4,78,4,0
3140,AW00014139,Meredith Sai,58,above_50,Regular,3,145,1465,191.1739130434782609,3,4397,3,23
10989,AW00021988,Alisha Zhao,54,above_50,New,1,141,35,35,1,35,1,0
15796,AW00026795,Elijah Shan,79,above_50,Regular,4,141,498,166.0000000000000000,4,1992,4,12
5387,AW00016386,Philip Moyer,51,above_50,New,5,143,26,130,5,130,5,0
8624,AW00019623,Cristina Tang,61,above_50,New,7,140,21,25.5000000000000000,7,153,7,6
10882,AW00021881,Nicole Lewis,44,40_49,New,4,143,32,129,4,129,4,0
5421,AW00016420,Eddie Alonso,50,above_50,Regular,3,142,986,155.7368421052631579,3,2959,3,19
12637,AW00023636,Rachael Gonzalez,70,above_50,New,3,150,826,2480,3,2480,3,0
8071,AW00019070,Kristopher Garcia,69,above_50,New,3,141,1582,431.6363636363636364,3,4748,3,11
172,AW00011171,Jonathan Hill,46,40_49,VIP,8,141,839,258.3076923076923077,8,6716,8,26
17532,AW00028531,Jared Reed,51,above_50,New,2,143,375,751,2,751,2,0
12646,AW00023645,Curtis Zheng,44,40_49,Regular,3,143,1399,349.8333333333333333,3,4198,3,12
67,AW00011066,Grace Butler,46,40_49,New,5,143,16,27.0000000000000000,5,81,5,3
17905,AW00028904,Ian Flores,68,above_50,New,3,149,949,356.0000000000000000,3,2848,3,8
15213,AW00026212,Summer Martinez,40,40_49,New,2,142,11,23,2,23,2,0
8956,AW00019955,Jake Gao,41,40_49,New,6,143,28,86.5000000000000000,6,173,6,2
11642,AW00022641,Abigail Diaz,41,40_49,New,4,143,147,589,4,589,4,0
8954,AW00019953,Darrell Lal,46,40_49,New,5,139,9,6.8571428571428571,5,48,5,7
16670,AW00027669,Katelyn Allen,55,above_50,VIP,3,141,1999,181.7272727272727273,3,5997,3,33
10607,AW00021606,Connor Roberts,44,40_49,New,2,141,577,1155,2,1155,2,0
